text,label
"If incorporated into the Pretzel Time System for the development and/or operation of Pretzel Time Units, such ideas, recipes, formulas, concepts, methods and techniques  shall become the sole and exclusive  property of Pretzel Time without any further consideration to Franchisee.",Ip Ownership Assignment
TPH-A and TPH may not exercise the Call Option prior to the Option Starting Date nor more than one hundred eighty (180) days after the Option Starting Date.,Rofr/Rofo/Rofn
"All matters relating to this Agreement, the rights of the Parties hereunder and the construction of the terms hereof shall be governed by the laws of the State of California, without regard to conflicts of laws principles.",Governing Law
"Under no circumstances will Manning or Pey Dirt, on the one hand, or Company, on the other hand, be liable to the other or any other entity for any special, consequential, indirect, exemplary and/or punitive damages, or for loss of good will or business profits.",Cap On Liability
This Agreement shall be governed by and construed in accordance with the laws of the State of California without reference to conflict of law principles thereof.,Governing Law
"With respect to Works that do not constitute ""works for hire,""  Rubicon, its employees, contractors, consultants and  agents do hereby assign to ISA or its designee all of their respective right, title and interest in and to such Works and all related patents, patent  applications, copyrights and copyright applications and does hereby agree that these obligations are binding upon their respective assigns,  executors, administrators and other legal representatives.",Ip Ownership Assignment
FUSION shall have the right but not the obligation to conduct any Batch testing [***] or investigation it determines to be of value to determine compliance of Product with the Specifications and/or pursuant to any other standard imposed by law.,Audit Rights
"IntriCon is not liable in any way to Dynamic Hearing for any indirect, consequential, third party, special or incidental  harm, liability, expense, cost, loss or damage, loss of profits, loss of data, exemplary damages or any other indirect  commercial or economic loss of any kind whatsoever incurred by Dynamic Hearing whether in negligence, tort, equity,  contract or otherwise, arising in connection with this Agreement;",Cap On Liability
"Each party, at its own expense, shall maintain product liability and other appropriate insurance (or self- insure) in an amount consistent with industry standards during the Term and shall name the other party as an additional insured with respect to such insurance.",Insurance
"You agree to deliver to us prior to opening and periodically at any time upon our request, proper certificate evidencing the existence of the insurance coverage which names us as a named insured.",Insurance
"Commencing upon a notice of termination under Section 6.2 or 6.3 (including notice based upon default by TAG) and continuing for a period, designated by TAG, of up to twelve (12) months thereafter, LMG shall provide to TAG the reasonable termination assistance requested by TAG to allow the LMG Services to continue without interruption or adverse effect and to facilitate the orderly transfer of the LMG Services to TAG or its designee (""Termination Assistance"").",Post-Termination Services
"MediWound shall use commercially reasonable efforts to procure the right for Vericel to have the same inspection rights described in this Section 3.4 at the premises of any such subcontractor, and if unable to procure such rights, shall carry out such audits itself and shall report its non-confidential findings to Vericel.",Audit Rights
Customer may exercise its inspection rights under this Section 5.3(d) upon receipt of any information that would suggest to a reasonable Person that Manufacturer is not fulfilling its obligations under this Section 5.3.,Audit Rights
"The respective Parties shall use their best efforts to accompany each respective Statement with payment, to Skype, if provided by the Company or Online BVI (or their associated third parties set forth above), or to the Company (or Online BVI, as applicable), if provided by Skype (or its associated third parties set forth above), as applicable, of 50% of the Adjusted Net Revenue shown on the respective Statements.",Revenue/Profit Sharing
"Regardless of any other provision of this Agreement, VOTOCAST shall not be liable by reason of termination of this Agreement for compensation, reimbursement, or damages on account of the loss of prospective profits on anticipated sales, or on account of expenditures, investments, leases or other commitments made in connection with Licensee's business or otherwise, excluding any amounts paid by Licensee to VOTOCAST pursuant to the terms of this Agreement.",Cap On Liability
